,Brand,Processor,RAM,Storage,GPU,ScreenSize,Resolution,BatteryLife,Weight,Operating System,Price,ProcessorBrand,GPUBrand,GPU_Model,GPUreleaseYear
665,Lenovo,AMD Ryzen 7,8,1TB HDD,Nvidia,13.3,2560x1440,10.6,1.81,Linux,893.02,AMD,Nvidia,,2021
666,Lenovo,Intel i7,64,2TB SSD,Nvidia RTX 3080,16.0,1920x1080,5.4,3.29,Windows,3335.73,Intel,Nvidia,RTX 3080,2020
667,Razer,Intel i5,16,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,8.4,2.53,Windows,2357.16,Intel,Nvidia,RTX 3080,2020
668,Samsung,Intel i5,8,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.1,2.04,Linux,1739.59,Intel,Nvidia,RTX 2060,2019
669,Lenovo,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,15.6,1920x1080,9.2,3.29,Linux,1369.51,AMD,Nvidia,RTX 2060,2019
670,Acer,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,13.3,2560x1440,8.2,2.04,Windows,5036.46,AMD,Nvidia,RTX 2060,2019
672,Acer,Intel i5,8,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,10.9,1.49,macOS,1356.93,Intel,AMD Radeon,RX 6600,2021
673,Microsoft,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,11.6,1.67,Linux,1400.02,AMD,Nvidia,RTX 3080,2020
675,HP,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,10.4,2.71,FreeDOS,1159.27,AMD,AMD Radeon,RX 6600,2021
676,Razer,Intel i7,32,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,5.9,2.65,Windows,3651.78,Intel,AMD Radeon,RX 6600,2021
677,Microsoft,Intel i3,32,1TB SSD,AMD Radeon RX 6600,17.3,1920x1080,11.6,1.66,Windows,1426.17,Intel,AMD Radeon,RX 6600,2021
678,Razer,AMD Ryzen 3,16,512GB SSD,Nvidia,13.3,1920x1080,11.0,1.52,Windows,952.43,AMD,Nvidia,,2021
679,Microsoft,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,13.3,1366x768,11.3,2.59,FreeDOS,1581.71,AMD,Nvidia,GTX 1650,2019
680,Razer,Intel i7,32,256GB SSD,Nvidia,13.3,1366x768,4.0,1.31,Linux,1647.1,Intel,Nvidia,,2020
681,Samsung,Intel i5,64,2TB SSD,AMD Radeon RX 6600,17.3,1920x1080,9.4,2.32,FreeDOS,2685.77,Intel,AMD Radeon,RX 6600,2021
682,Razer,AMD Ryzen 3,16,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,8.8,3.31,Windows,1344.13,AMD,AMD Radeon,RX 6600,2021
683,HP,Intel i5,16,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,8.6,1.32,Linux,1745.82,Intel,Nvidia,RTX 2060,2019
684,MSI,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 3060,13.3,2560x1440,8.5,2.96,FreeDOS,1515.7,AMD,Nvidia,RTX 3060,2021
685,HP,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3060,13.3,1366x768,11.3,2.44,FreeDOS,1108.52,AMD,Nvidia,RTX 3060,2021
686,Lenovo,Intel i7,8,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,9.7,2.49,FreeDOS,942.74,Intel,AMD Radeon,RX 6600,2021
687,Samsung,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,11.3,2.54,Windows,1574.74,AMD,AMD Radeon,RX 6800,2020
688,Lenovo,Intel i9,8,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,7.2,2.8,FreeDOS,1399.43,Intel,AMD Radeon,RX 6600,2021
689,Samsung,Intel i9,8,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.3,2.34,Windows,2003.17,Intel,AMD Radeon,RX 6600,2021
690,Acer,Intel i7,16,2TB SSD,Nvidia RTX 2060,14.0,1366x768,5.3,1.29,Linux,1217.97,Intel,Nvidia,RTX 2060,2019
691,Asus,Intel i9,64,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,11.1,2.3,Windows,3713.61,Intel,AMD Radeon,RX 6600,2021
692,Asus,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,7.2,2.04,macOS,2610.52,AMD,AMD Radeon,RX 6800,2020
693,HP,Intel i3,32,2TB SSD,Nvidia RTX 3080,14.0,1920x1080,9.2,1.76,Windows,1259.36,Intel,Nvidia,RTX 3080,2020
694,Dell,AMD Ryzen 9,4,2TB SSD,Nvidia,16.0,2560x1440,10.3,1.77,FreeDOS,1404.16,AMD,Nvidia,,2020
695,Dell,Intel i7,32,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,11.6,2.19,Linux,3711.22,Intel,Nvidia,RTX 3060,2021
696,MSI,Intel i5,8,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,4.7,2.55,FreeDOS,2241.65,Intel,Nvidia,RTX 3060,2021
697,MSI,Intel i3,4,512GB SSD,Nvidia,13.3,2560x1440,10.9,1.83,macOS,879.69,Intel,Nvidia,,2020
698,MSI,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.5,1.97,FreeDOS,4630.83,AMD,Nvidia,RTX 3060,2021
699,Dell,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,7.4,2.8,FreeDOS,3597.7,AMD,Nvidia,GTX 1650,2019
700,Asus,Intel i7,4,256GB SSD,Nvidia RTX 3060,15.6,1366x768,5.4,3.47,Windows,1185.27,Intel,Nvidia,RTX 3060,2021
701,HP,Intel i3,8,1TB HDD,Nvidia RTX 2060,16.0,1920x1080,11.9,2.04,Linux,921.33,Intel,Nvidia,RTX 2060,2019
703,Dell,Intel i3,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,4.3,3.3,Linux,681.26,Intel,Nvidia,RTX 3080,2020
704,Lenovo,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,9.6,2.93,FreeDOS,3098.82,AMD,Nvidia,RTX 3080,2020
705,HP,Intel i3,32,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,10.4,2.38,macOS,1591.09,Intel,Nvidia,RTX 3080,2020
706,MSI,Intel i7,16,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,6.4,1.55,Windows,2993.71,Intel,Nvidia,RTX 2060,2019
707,Dell,Intel i3,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,11.9,2.47,FreeDOS,1620.03,Intel,AMD Radeon,RX 6600,2021
708,Lenovo,Intel i9,4,2TB SSD,Nvidia GTX 1650,15.6,1366x768,11.0,3.46,macOS,1530.85,Intel,Nvidia,GTX 1650,2019
709,Razer,AMD Ryzen 9,32,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,6.9,3.45,Linux,5690.89,AMD,Nvidia,RTX 3080,2020
710,Dell,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,8.8,2.81,FreeDOS,2251.63,AMD,AMD Radeon,RX 6600,2021
711,Samsung,Intel i5,16,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,5.5,1.28,Linux,1273.45,Intel,AMD Radeon,RX 6800,2020
712,MSI,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3080,14.0,1366x768,7.2,2.81,macOS,1769.83,AMD,Nvidia,RTX 3080,2020
713,Lenovo,Intel i3,8,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.8,2.28,Windows,920.41,Intel,Nvidia,RTX 3080,2020
714,MSI,Intel i9,4,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,8.9,1.42,macOS,1816.38,Intel,Nvidia,RTX 3080,2020
715,Lenovo,Intel i9,16,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.0,2.02,Linux,3238.26,Intel,AMD Radeon,RX 6600,2021
716,Microsoft,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,9.3,2.68,macOS,1631.45,AMD,AMD Radeon,RX 6600,2021
717,Microsoft,Intel i5,16,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,10.5,2.84,Windows,1276.16,Intel,Nvidia,RTX 2060,2019
718,Microsoft,Intel i5,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,5.2,1.4,FreeDOS,2244.92,Intel,AMD Radeon,RX 6600,2021
719,Dell,Intel i5,4,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,5.3,3.01,FreeDOS,676.06,Intel,AMD Radeon,RX 6600,2021
720,MSI,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,5.8,1.61,Linux,1610.29,AMD,Nvidia,RTX 3060,2021
721,HP,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,7.4,2.19,macOS,1990.86,AMD,Nvidia,RTX 3080,2020
722,MSI,AMD Ryzen 3,32,256GB SSD,Nvidia GTX 1650,17.3,1366x768,8.9,1.84,FreeDOS,1711.19,AMD,Nvidia,GTX 1650,2019
723,Lenovo,Intel i9,4,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,11.2,1.86,FreeDOS,1763.9,Intel,Nvidia,RTX 3060,2021
724,Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,9.0,2.21,Linux,3287.73,AMD,AMD Radeon,RX 6600,2021
726,Lenovo,Intel i9,32,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,8.8,2.37,FreeDOS,2764.91,Intel,AMD Radeon,RX 6600,2021
727,Samsung,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,7.6,2.82,Linux,844.29,AMD,Nvidia,RTX 3060,2021
728,Asus,Intel i5,64,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,6.7,1.24,Linux,3173.41,Intel,Nvidia,RTX 3080,2020
729,Asus,AMD Ryzen 5,8,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,7.7,1.61,Linux,1200.81,AMD,AMD Radeon,RX 6800,2020
730,Razer,Intel i9,8,2TB SSD,Nvidia,17.3,2560x1440,11.6,1.78,FreeDOS,2162.8,Intel,Nvidia,,2019
731,Asus,Intel i7,32,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,7.8,3.01,macOS,3718.46,Intel,Nvidia,RTX 3060,2021
732,Dell,Intel i9,32,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,10.4,1.48,Linux,2688.12,Intel,Nvidia,RTX 3080,2020
733,Microsoft,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 2060,16.0,1366x768,5.1,3.3,Windows,918.58,AMD,Nvidia,RTX 2060,2019
734,Microsoft,Intel i7,32,2TB SSD,Nvidia,16.0,3840x2160,6.9,2.82,macOS,2304.06,Intel,Nvidia,,2020
735,Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,4.9,2.17,macOS,1554.6,AMD,Nvidia,RTX 2060,2019
736,Lenovo,Intel i3,32,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,7.5,3.46,FreeDOS,1292.07,Intel,Nvidia,GTX 1650,2019
737,Acer,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,9.3,1.67,Linux,1701.43,AMD,Nvidia,RTX 3080,2020
738,MSI,Intel i3,16,512GB SSD,Nvidia,15.6,1920x1080,7.8,3.16,FreeDOS,1036.92,Intel,Nvidia,,2021
739,Acer,Intel i5,16,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,11.2,2.98,Linux,1015.21,Intel,Nvidia,RTX 3060,2021
740,HP,Intel i5,16,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,6.3,2.3,Windows,1577.08,Intel,Nvidia,RTX 2060,2019
741,MSI,AMD Ryzen 7,8,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,7.4,1.32,macOS,1453.29,AMD,AMD Radeon,RX 6600,2021
742,HP,AMD Ryzen 3,64,2TB SSD,Nvidia,14.0,1920x1080,5.6,1.89,FreeDOS,1199.25,AMD,Nvidia,,2019
743,HP,Intel i5,8,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,7.6,3.12,Windows,819.13,Intel,AMD Radeon,RX 6600,2021
744,Dell,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,7.3,2.29,Linux,3586.56,AMD,AMD Radeon,RX 6800,2020
745,HP,Intel i3,4,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,11.8,2.93,macOS,724.44,Intel,Nvidia,GTX 1650,2019
746,MSI,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,15.6,2560x1440,11.4,2.0,macOS,1654.63,AMD,Nvidia,RTX 3060,2021
747,Acer,Intel i9,16,512GB SSD,Nvidia GTX 1650,13.3,1366x768,5.7,3.25,macOS,1774.65,Intel,Nvidia,GTX 1650,2019
748,Asus,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,17.3,1920x1080,7.8,2.51,macOS,2565.42,AMD,AMD Radeon,RX 6800,2020
749,Dell,Intel i9,8,256GB SSD,Nvidia GTX 1650,15.6,1366x768,9.0,3.46,FreeDOS,1653.54,Intel,Nvidia,GTX 1650,2019
750,Microsoft,Intel i7,32,512GB SSD,Nvidia RTX 3080,17.3,1366x768,4.5,2.27,Linux,1834.14,Intel,Nvidia,RTX 3080,2020
751,Microsoft,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,11.5,1.88,Linux,1475.86,AMD,Nvidia,RTX 2060,2019
752,Microsoft,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,11.2,2.05,Linux,2117.8,AMD,Nvidia,RTX 2060,2019
753,Microsoft,Intel i9,64,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,8.5,2.5,FreeDOS,4829.09,Intel,Nvidia,RTX 3060,2021
754,Dell,Intel i7,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,10.5,2.18,Linux,707.59,Intel,AMD Radeon,RX 6800,2020
755,Samsung,AMD Ryzen 5,4,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,6.7,1.94,Linux,804.88,AMD,AMD Radeon,RX 6600,2021
757,MSI,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,11.4,2.49,FreeDOS,2011.94,AMD,Nvidia,RTX 3080,2020
758,Dell,Intel i3,16,1TB SSD,Nvidia,17.3,1920x1080,5.6,3.33,Linux,708.5,Intel,Nvidia,,2019
759,Lenovo,Intel i3,64,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.6,3.21,Windows,2176.14,Intel,AMD Radeon,RX 6800,2020
760,HP,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.0,1.89,macOS,2469.63,AMD,AMD Radeon,RX 6600,2021
761,Microsoft,Intel i5,64,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,10.1,3.16,Windows,4035.01,Intel,Nvidia,GTX 1650,2019
762,Razer,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,11.3,1.36,FreeDOS,1640.25,AMD,AMD Radeon,RX 6600,2021
763,Dell,Intel i7,32,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.3,1.32,Windows,2621.03,Intel,AMD Radeon,RX 6600,2021
764,HP,Intel i3,64,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.1,2.42,FreeDOS,3361.42,Intel,Nvidia,RTX 3080,2020
766,MSI,Intel i9,64,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,5.2,2.55,Linux,4995.18,Intel,AMD Radeon,RX 6600,2021
767,HP,Intel i5,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,10.9,3.39,Linux,1638.57,Intel,Nvidia,RTX 3060,2021
768,Asus,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,5.8,2.72,FreeDOS,2191.26,AMD,AMD Radeon,RX 6600,2021
769,HP,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,4.2,2.47,FreeDOS,1141.16,AMD,Nvidia,RTX 2060,2019
770,Dell,AMD Ryzen 5,32,256GB SSD,Nvidia,14.0,1920x1080,4.4,3.24,macOS,1201.52,AMD,Nvidia,,2019
771,Samsung,Intel i3,4,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.6,3.01,macOS,874.43,Intel,AMD Radeon,RX 6600,2021
772,MSI,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3060,16.0,1920x1080,11.8,2.14,macOS,1332.76,AMD,Nvidia,RTX 3060,2021
773,Razer,Intel i7,16,1TB HDD,AMD Radeon RX 6600,15.6,1920x1080,11.1,2.2,macOS,2028.48,Intel,AMD Radeon,RX 6600,2021
774,MSI,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,4.9,3.01,FreeDOS,1485.71,AMD,Nvidia,RTX 3060,2021
775,HP,Intel i3,64,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,4.0,2.8,Windows,2525.78,Intel,Nvidia,RTX 3080,2020
776,MSI,Intel i3,64,512GB SSD,Nvidia RTX 3060,14.0,1366x768,5.7,2.48,macOS,2055.06,Intel,Nvidia,RTX 3060,2021
777,Samsung,Intel i7,4,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.6,1.21,macOS,1134.35,Intel,AMD Radeon,RX 6800,2020
778,MSI,AMD Ryzen 3,8,512GB SSD,Nvidia,14.0,3840x2160,9.4,1.92,macOS,1308.76,AMD,Nvidia,,2021
779,Razer,AMD Ryzen 7,64,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,6.8,2.4,Windows,5745.56,AMD,Nvidia,GTX 1650,2019
780,Lenovo,Intel i5,32,512GB SSD,Nvidia GTX 1650,14.0,1366x768,7.6,2.74,Windows,1275.49,Intel,Nvidia,GTX 1650,2019
781,Lenovo,Intel i9,4,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,10.0,2.61,macOS,1311.05,Intel,AMD Radeon,RX 6600,2021
782,Asus,Intel i7,4,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,9.5,2.02,Windows,1886.14,Intel,Nvidia,RTX 3060,2021
783,Asus,Intel i5,4,2TB SSD,Integrated,16.0,1920x1080,4.8,1.93,FreeDOS,680.69,Intel,Integrata,,2019
784,Lenovo,Intel i5,8,512GB SSD,Nvidia RTX 3060,15.6,1366x768,10.0,2.8,macOS,965.7,Intel,Nvidia,RTX 3060,2021
785,HP,AMD Ryzen 5,32,256GB SSD,Nvidia,13.3,2560x1440,8.6,3.26,Windows,1278.94,AMD,Nvidia,,2021
786,Razer,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,11.2,1.27,macOS,999.36,AMD,Nvidia,GTX 1650,2019
787,Razer,Intel i7,32,2TB SSD,Nvidia RTX 2060,16.0,1366x768,9.4,2.97,FreeDOS,2635.42,Intel,Nvidia,RTX 2060,2019
788,Samsung,Intel i7,16,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,7.7,1.74,macOS,1591.38,Intel,Nvidia,RTX 3080,2020
789,Acer,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,8.4,2.68,Linux,2785.53,AMD,Nvidia,RTX 3080,2020
790,HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,5.2,2.79,FreeDOS,1732.61,AMD,AMD Radeon,RX 6600,2021
791,Samsung,Intel i7,4,1TB SSD,Nvidia RTX 2060,15.6,1366x768,4.7,2.31,FreeDOS,1187.11,Intel,Nvidia,RTX 2060,2019
793,Samsung,Intel i3,32,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,4.0,1.77,FreeDOS,1576.64,Intel,Nvidia,RTX 3060,2021
794,Acer,Intel i9,64,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,6.4,1.37,Windows,4982.32,Intel,Nvidia,RTX 2060,2019
796,Acer,AMD Ryzen 9,64,512GB SSD,Nvidia GTX 1650,17.3,1366x768,8.7,1.4,FreeDOS,3720.86,AMD,Nvidia,GTX 1650,2019
797,Asus,Intel i5,4,512GB SSD,Nvidia,17.3,2560x1440,6.7,2.62,Linux,883.87,Intel,Nvidia,,2019
798,Acer,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,8.7,2.37,FreeDOS,1335.7,AMD,AMD Radeon,RX 6800,2020
799,Samsung,Intel i9,16,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,4.5,2.74,Windows,2336.56,Intel,Nvidia,GTX 1650,2019
800,Razer,Intel i7,64,2TB SSD,Nvidia,15.6,3840x2160,7.8,3.28,Windows,5023.73,Intel,Nvidia,,2021
801,Dell,Intel i9,64,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,4.5,3.08,Windows,3183.13,Intel,AMD Radeon,RX 6800,2020
802,Lenovo,Intel i9,16,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,10.7,2.5,macOS,2979.21,Intel,Nvidia,RTX 2060,2019
803,Lenovo,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,6.6,2.39,FreeDOS,4039.27,AMD,Nvidia,RTX 3080,2020
804,HP,AMD Ryzen 5,64,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,4.1,2.93,macOS,2323.33,AMD,Nvidia,GTX 1650,2019
805,Asus,Intel i3,4,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,5.3,2.03,FreeDOS,736.27,Intel,Nvidia,GTX 1650,2019
806,Asus,AMD Ryzen 5,4,512GB SSD,Integrated,13.3,1920x1080,10.7,1.47,Windows,663.84,AMD,Integrata,,2020
807,Asus,AMD Ryzen 3,8,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.1,1.58,FreeDOS,819.6,AMD,AMD Radeon,RX 6600,2021
808,HP,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,5.0,2.82,Windows,1999.28,AMD,Nvidia,GTX 1650,2019
809,Acer,Intel i3,16,2TB SSD,Nvidia,16.0,1366x768,9.6,2.94,macOS,730.66,Intel,Nvidia,,2019
810,Dell,Intel i5,8,256GB SSD,AMD Radeon RX 6600,16.0,2560x1440,11.8,1.25,Windows,1275.7,Intel,AMD Radeon,RX 6600,2021
811,Microsoft,Intel i3,8,1TB HDD,Integrated,15.6,1366x768,10.2,1.91,macOS,387.06,Intel,Integrata,,2019
812,MSI,AMD Ryzen 9,4,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.3,1.77,macOS,3642.7,AMD,AMD Radeon,RX 6600,2021
813,Microsoft,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,13.3,1920x1080,8.0,1.93,macOS,1911.82,AMD,Nvidia,GTX 1650,2019
814,Samsung,AMD Ryzen 9,32,256GB SSD,Nvidia RTX 3080,15.6,1366x768,5.6,2.21,Windows,2289.39,AMD,Nvidia,RTX 3080,2020
815,Samsung,Intel i3,16,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,6.9,2.88,macOS,1178.65,Intel,Nvidia,GTX 1650,2019
816,Dell,Intel i5,8,2TB SSD,AMD Radeon RX 6600,16.0,2560x1440,4.3,2.56,macOS,1524.92,Intel,AMD Radeon,RX 6600,2021
817,Razer,Intel i7,4,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.9,2.38,FreeDOS,1461.28,Intel,Nvidia,RTX 3080,2020
818,Asus,Intel i3,8,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,11.6,2.28,Linux,952.21,Intel,Nvidia,RTX 2060,2019
820,Asus,Intel i7,32,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,5.5,1.99,macOS,3549.22,Intel,AMD Radeon,RX 6800,2020
821,Razer,Intel i9,32,1TB HDD,Nvidia RTX 2060,13.3,1366x768,7.6,2.34,Linux,2691.31,Intel,Nvidia,RTX 2060,2019
822,Microsoft,Intel i7,32,1TB SSD,Nvidia RTX 2060,13.3,1366x768,8.5,3.23,Linux,1627.87,Intel,Nvidia,RTX 2060,2019
824,Microsoft,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 3060,13.3,2560x1440,9.6,3.09,FreeDOS,2021.17,AMD,Nvidia,RTX 3060,2021
825,Dell,Intel i9,32,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,8.5,2.92,Linux,4297.58,Intel,Nvidia,GTX 1650,2019
826,Razer,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,4.7,2.69,macOS,4977.46,AMD,Nvidia,GTX 1650,2019
827,HP,Intel i3,32,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,10.7,1.59,FreeDOS,1957.04,Intel,Nvidia,RTX 3080,2020
828,Acer,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.2,1.6,Linux,1415.57,AMD,AMD Radeon,RX 6800,2020
829,MSI,AMD Ryzen 5,4,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.2,1.74,macOS,1032.99,AMD,AMD Radeon,RX 6800,2020
830,Microsoft,Intel i7,32,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,4.7,2.59,FreeDOS,2823.45,Intel,Nvidia,RTX 3080,2020
832,Acer,AMD Ryzen 9,16,1TB SSD,Nvidia,16.0,3840x2160,6.2,1.99,macOS,2300.04,AMD,Nvidia,,2020
833,Acer,Intel i3,32,256GB SSD,Nvidia RTX 3080,16.0,1366x768,9.8,2.48,Windows,1215.8,Intel,Nvidia,RTX 3080,2020
834,Razer,Intel i7,8,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,5.6,2.11,macOS,1869.69,Intel,AMD Radeon,RX 6600,2021
835,Asus,Intel i7,32,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,11.0,2.0,Windows,1681.4,Intel,AMD Radeon,RX 6800,2020
836,Microsoft,Intel i3,16,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,6.3,1.71,macOS,1075.09,Intel,AMD Radeon,RX 6800,2020
837,MSI,Intel i3,16,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,8.9,3.37,Windows,1911.76,Intel,AMD Radeon,RX 6600,2021
838,Samsung,Intel i7,16,256GB SSD,Nvidia GTX 1650,14.0,1366x768,10.4,1.83,macOS,1167.88,Intel,Nvidia,GTX 1650,2019
839,MSI,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,9.3,3.06,FreeDOS,1097.77,AMD,Nvidia,RTX 3060,2021
840,Dell,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,9.0,3.06,Linux,1349.23,AMD,Nvidia,RTX 3080,2020
841,Razer,AMD Ryzen 7,64,2TB SSD,Nvidia,17.3,1366x768,8.9,1.8,FreeDOS,2653.1,AMD,Nvidia,,2020
842,Acer,AMD Ryzen 3,64,1TB HDD,Nvidia GTX 1650,15.6,1366x768,5.2,2.76,Linux,1432.15,AMD,Nvidia,GTX 1650,2019
843,HP,Intel i9,32,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,4.0,2.36,macOS,3214.74,Intel,Nvidia,RTX 3060,2021
844,Asus,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,9.5,2.01,Windows,1019.94,AMD,AMD Radeon,RX 6800,2020
